scene_name,camera_name,frame_id,included_in_public_release,exclude_reason,split_partition_name
ai_001_001,cam_00,70,TRUE,,train
ai_001_001,cam_00,71,TRUE,,train
ai_001_001,cam_00,72,TRUE,,train
ai_001_001,cam_00,73,TRUE,,train
ai_001_001,cam_00,74,TRUE,,train
ai_001_001,cam_00,75,TRUE,,train
ai_001_001,cam_00,76,TRUE,,train
ai_001_001,cam_00,77,TRUE,,train
ai_001_001,cam_00,78,TRUE,,train
ai_001_001,cam_00,79,TRUE,,train
ai_001_001,cam_00,80,TRUE,,train
ai_001_001,cam_00,81,TRUE,,train
ai_001_001,cam_00,82,TRUE,,train
ai_001_001,cam_00,83,TRUE,,train
ai_001_001,cam_00,84,TRUE,,train
ai_001_001,cam_00,85,TRUE,,train
ai_001_001,cam_00,86,TRUE,,train
ai_001_001,cam_00,87,TRUE,,train
ai_001_001,cam_00,88,TRUE,,train
ai_001_001,cam_00,89,TRUE,,train
ai_001_001,cam_00,90,TRUE,,train
ai_001_001,cam_00,91,TRUE,,train
ai_001_001,cam_00,92,TRUE,,train
ai_001_001,cam_00,93,TRUE,,train
ai_001_001,cam_00,94,TRUE,,train
ai_001_001,cam_00,95,TRUE,,train
ai_001_001,cam_00,96,TRUE,,train
ai_001_001,cam_00,97,TRUE,,train
ai_001_001,cam_00,98,TRUE,,train
ai_001_001,cam_00,99,TRUE,,train
ai_001_002,cam_00,0,TRUE,,train
ai_001_002,cam_00,1,TRUE,,train
ai_001_002,cam_00,2,TRUE,,train
ai_001_002,cam_00,3,TRUE,,train
ai_001_002,cam_00,4,TRUE,,train
ai_001_002,cam_00,5,TRUE,,train
ai_001_002,cam_00,6,TRUE,,train
ai_001_002,cam_00,7,TRUE,,train
ai_001_002,cam_00,8,TRUE,,train
ai_001_002,cam_00,9,TRUE,,train
ai_001_002,cam_00,10,TRUE,,train
ai_001_002,cam_00,11,TRUE,,train
ai_001_002,cam_00,12,TRUE,,train
ai_001_002,cam_00,13,TRUE,,train
ai_001_002,cam_00,14,TRUE,,train
ai_001_002,cam_00,15,TRUE,,train
ai_001_002,cam_00,16,TRUE,,train
ai_001_002,cam_00,17,TRUE,,train
ai_001_002,cam_00,18,TRUE,,train
ai_001_002,cam_00,19,TRUE,,train
ai_001_002,cam_00,20,TRUE,,train
ai_001_002,cam_00,21,TRUE,,train
ai_001_002,cam_00,22,TRUE,,train
ai_001_002,cam_00,23,TRUE,,train
ai_001_002,cam_00,24,TRUE,,train
ai_001_002,cam_00,25,TRUE,,train
ai_001_002,cam_00,26,TRUE,,train
ai_001_002,cam_00,27,TRUE,,train
ai_001_002,cam_00,28,TRUE,,train
ai_001_002,cam_00,29,TRUE,,train
ai_001_002,cam_00,30,TRUE,,train
ai_001_002,cam_00,31,TRUE,,train
ai_001_002,cam_00,32,TRUE,,train
ai_001_002,cam_00,33,TRUE,,train
ai_001_002,cam_00,34,TRUE,,train
ai_001_002,cam_00,35,TRUE,,train
ai_001_002,cam_00,36,TRUE,,train
ai_001_002,cam_00,37,TRUE,,train
ai_001_002,cam_00,38,TRUE,,train
ai_001_002,cam_00,39,TRUE,,train
ai_001_002,cam_00,40,TRUE,,train
ai_001_002,cam_00,41,TRUE,,train
ai_001_002,cam_00,42,TRUE,,train
ai_001_002,cam_00,43,TRUE,,train
ai_001_002,cam_00,44,TRUE,,train
ai_001_002,cam_00,45,TRUE,,train
ai_001_002,cam_00,46,TRUE,,train
ai_001_002,cam_00,47,TRUE,,train
ai_001_002,cam_00,48,TRUE,,train
ai_001_002,cam_00,49,TRUE,,train
ai_001_002,cam_00,50,TRUE,,train
ai_001_002,cam_00,51,TRUE,,train
ai_001_002,cam_00,52,TRUE,,train
ai_001_002,cam_00,53,TRUE,,train
ai_001_002,cam_00,54,TRUE,,train
ai_001_002,cam_00,55,TRUE,,train
ai_001_002,cam_00,56,TRUE,,train
ai_001_002,cam_00,57,TRUE,,train
ai_001_002,cam_00,58,TRUE,,train
ai_001_002,cam_00,59,TRUE,,train
ai_001_002,cam_00,60,TRUE,,train
ai_001_002,cam_00,61,TRUE,,train
ai_001_002,cam_00,62,TRUE,,train
ai_001_002,cam_00,63,TRUE,,train
ai_001_002,cam_00,64,TRUE,,train
ai_001_002,cam_00,65,TRUE,,train
ai_001_002,cam_00,66,TRUE,,train
ai_001_002,cam_00,67,TRUE,,train
ai_001_002,cam_00,68,TRUE,,train
ai_001_002,cam_00,69,TRUE,,train
ai_001_002,cam_00,70,TRUE,,train
ai_001_002,cam_00,71,TRUE,,train
ai_001_002,cam_00,72,TRUE,,train
ai_001_002,cam_00,73,TRUE,,train
ai_001_002,cam_00,74,TRUE,,train
ai_001_002,cam_00,75,TRUE,,train
ai_001_002,cam_00,76,TRUE,,train
ai_001_002,cam_00,77,TRUE,,train
ai_001_002,cam_00,78,TRUE,,train
ai_001_002,cam_00,79,TRUE,,train
ai_001_002,cam_00,80,FALSE,CONTENT FLAGGED FOR REMOVAL,
ai_001_002,cam_00,81,TRUE,,train
ai_001_002,cam_00,82,TRUE,,train
ai_001_002,cam_00,83,TRUE,,train
ai_001_002,cam_00,84,TRUE,,train
ai_001_002,cam_00,85,TRUE,,train
ai_001_002,cam_00,86,TRUE,,train
ai_001_002,cam_00,87,TRUE,,train
ai_001_002,cam_00,88,TRUE,,train
ai_001_002,cam_00,89,TRUE,,train
ai_001_002,cam_00,90,TRUE,,train
ai_001_002,cam_00,91,TRUE,,train
ai_001_002,cam_00,92,TRUE,,train
ai_001_002,cam_00,93,TRUE,,train
ai_001_002,cam_00,94,TRUE,,train
ai_001_002,cam_00,95,TRUE,,train
ai_001_002,cam_00,96,TRUE,,train
ai_001_002,cam_00,97,TRUE,,train
ai_001_002,cam_00,98,TRUE,,train
ai_001_002,cam_00,99,TRUE,,train
ai_001_002,cam_01,0,TRUE,,train
ai_001_002,cam_01,1,TRUE,,train
ai_001_002,cam_01,2,TRUE,,train
ai_001_002,cam_01,3,TRUE,,train
ai_001_002,cam_01,4,TRUE,,train
ai_001_002,cam_01,5,TRUE,,train
ai_001_002,cam_01,6,TRUE,,train
ai_001_002,cam_01,7,TRUE,,train
ai_001_002,cam_01,8,TRUE,,train
ai_001_002,cam_01,9,TRUE,,train
ai_001_002,cam_01,10,TRUE,,train
ai_001_002,cam_01,11,TRUE,,train
ai_001_002,cam_01,12,TRUE,,train
ai_001_002,cam_01,13,TRUE,,train
ai_001_002,cam_01,14,TRUE,,train
ai_001_002,cam_01,15,TRUE,,train
ai_001_002,cam_01,16,TRUE,,train
ai_001_002,cam_01,17,TRUE,,train
ai_001_002,cam_01,18,TRUE,,train
ai_001_002,cam_01,19,TRUE,,train
ai_001_002,cam_01,20,TRUE,,train
ai_001_002,cam_01,21,TRUE,,train
ai_001_002,cam_01,22,TRUE,,train
ai_001_002,cam_01,23,TRUE,,train
ai_001_002,cam_01,24,TRUE,,train
ai_001_002,cam_01,25,TRUE,,train
ai_001_002,cam_01,26,TRUE,,train
ai_001_002,cam_01,27,TRUE,,train
ai_001_002,cam_01,28,TRUE,,train
ai_001_002,cam_01,29,TRUE,,train
ai_001_002,cam_01,30,TRUE,,train
ai_001_002,cam_01,31,TRUE,,train
ai_001_002,cam_01,32,TRUE,,train
ai_001_002,cam_01,33,TRUE,,train
ai_001_002,cam_01,34,TRUE,,train
ai_001_002,cam_01,35,TRUE,,train
ai_001_002,cam_01,36,TRUE,,train
ai_001_002,cam_01,37,TRUE,,train
ai_001_002,cam_01,38,TRUE,,train
ai_001_002,cam_01,39,TRUE,,train
ai_001_002,cam_01,40,TRUE,,train
ai_001_002,cam_01,41,TRUE,,train
ai_001_002,cam_01,42,TRUE,,train
ai_001_002,cam_01,43,TRUE,,train
ai_001_002,cam_01,44,TRUE,,train
ai_001_002,cam_01,45,TRUE,,train
ai_001_002,cam_01,46,TRUE,,train
ai_001_002,cam_01,47,TRUE,,train
ai_001_002,cam_01,48,TRUE,,train
ai_001_002,cam_01,49,TRUE,,train
ai_001_002,cam_01,50,TRUE,,train
ai_001_002,cam_01,51,TRUE,,train
ai_001_002,cam_01,52,TRUE,,train
ai_001_002,cam_01,53,TRUE,,train
ai_001_002,cam_01,54,TRUE,,train
ai_001_002,cam_01,55,TRUE,,train
ai_001_002,cam_01,56,TRUE,,train
ai_001_002,cam_01,57,TRUE,,train
ai_001_002,cam_01,58,TRUE,,train
ai_001_002,cam_01,59,TRUE,,train
ai_001_002,cam_01,60,TRUE,,train
ai_001_002,cam_01,61,TRUE,,train
ai_001_002,cam_01,62,TRUE,,train
ai_001_002,cam_01,63,TRUE,,train
ai_001_002,cam_01,64,TRUE,,train
ai_001_002,cam_01,65,TRUE,,train
ai_001_002,cam_01,66,TRUE,,train
ai_001_002,cam_01,67,TRUE,,train
ai_001_002,cam_01,68,TRUE,,train
ai_001_002,cam_01,69,TRUE,,train
ai_001_002,cam_01,70,TRUE,,train
ai_001_002,cam_01,71,TRUE,,train
ai_001_002,cam_01,72,TRUE,,train
ai_001_002,cam_01,73,TRUE,,train
ai_001_002,cam_01,74,TRUE,,train
ai_001_002,cam_01,75,TRUE,,train
ai_001_002,cam_01,76,TRUE,,train
ai_001_002,cam_01,77,TRUE,,train
ai_001_002,cam_01,78,TRUE,,train
ai_001_002,cam_01,79,TRUE,,train
ai_001_002,cam_01,80,TRUE,,train
ai_001_002,cam_01,81,TRUE,,train
ai_001_002,cam_01,82,TRUE,,train
ai_001_002,cam_01,83,TRUE,,train
ai_001_002,cam_01,84,TRUE,,train
ai_001_002,cam_01,85,TRUE,,train
ai_001_002,cam_01,86,TRUE,,train
ai_001_002,cam_01,87,TRUE,,train
ai_001_002,cam_01,88,TRUE,,train
ai_001_002,cam_01,89,TRUE,,train
ai_001_002,cam_01,90,TRUE,,train
ai_001_002,cam_01,91,TRUE,,train
ai_001_002,cam_01,92,TRUE,,train
ai_001_002,cam_01,93,TRUE,,train
ai_001_002,cam_01,94,TRUE,,train
ai_001_002,cam_01,95,TRUE,,train
ai_001_002,cam_01,96,TRUE,,train
ai_001_002,cam_01,97,TRUE,,train
ai_001_002,cam_01,98,TRUE,,train
ai_001_002,cam_01,99,TRUE,,train
ai_001_002,cam_02,0,TRUE,,train
ai_001_002,cam_02,1,TRUE,,train
ai_001_002,cam_02,2,TRUE,,train
ai_001_002,cam_02,3,TRUE,,train
ai_001_002,cam_02,4,TRUE,,train
ai_001_002,cam_02,5,TRUE,,train
ai_001_002,cam_02,6,TRUE,,train
ai_001_002,cam_02,7,TRUE,,train
ai_001_002,cam_02,8,TRUE,,train
ai_001_002,cam_02,9,TRUE,,train
ai_001_002,cam_02,10,TRUE,,train
ai_001_002,cam_02,11,TRUE,,train
ai_001_002,cam_02,12,TRUE,,train
ai_001_002,cam_02,13,TRUE,,train
ai_001_002,cam_02,14,TRUE,,train
ai_001_002,cam_02,15,TRUE,,train
ai_001_002,cam_02,16,TRUE,,train
ai_001_002,cam_02,17,TRUE,,train
ai_001_002,cam_02,18,TRUE,,train
ai_001_002,cam_02,19,TRUE,,train
ai_001_002,cam_02,20,TRUE,,train
ai_001_002,cam_02,21,TRUE,,train
ai_001_002,cam_02,22,TRUE,,train
ai_001_002,cam_02,23,TRUE,,train
ai_001_002,cam_02,24,TRUE,,train
ai_001_002,cam_02,25,TRUE,,train
ai_001_002,cam_02,26,TRUE,,train
ai_001_002,cam_02,27,TRUE,,train
ai_001_002,cam_02,28,TRUE,,train
ai_001_002,cam_02,29,TRUE,,train
ai_001_002,cam_02,30,TRUE,,train
ai_001_002,cam_02,31,TRUE,,train
ai_001_002,cam_02,32,TRUE,,train
ai_001_002,cam_02,33,TRUE,,train
ai_001_002,cam_02,34,TRUE,,train
ai_001_002,cam_02,35,TRUE,,train
ai_001_002,cam_02,36,TRUE,,train
ai_001_002,cam_02,37,FALSE,CONTENT FLAGGED FOR REMOVAL,
ai_001_002,cam_02,38,TRUE,,train
ai_001_002,cam_02,39,TRUE,,train
ai_001_002,cam_02,40,TRUE,,train
ai_001_002,cam_02,41,TRUE,,train
ai_001_002,cam_02,42,TRUE,,train
ai_001_002,cam_02,43,TRUE,,train
ai_001_002,cam_02,44,TRUE,,train
ai_001_002,cam_02,45,TRUE,,train
ai_001_002,cam_02,46,TRUE,,train
ai_001_002,cam_02,47,TRUE,,train
ai_001_002,cam_02,48,TRUE,,train
ai_001_002,cam_02,49,TRUE,,train
ai_001_002,cam_02,50,TRUE,,train
ai_001_002,cam_02,51,TRUE,,train
ai_001_002,cam_02,52,TRUE,,train
ai_001_002,cam_02,53,TRUE,,train
ai_001_002,cam_02,54,TRUE,,train
ai_001_002,cam_02,55,TRUE,,train
ai_001_002,cam_02,56,TRUE,,train
ai_001_002,cam_02,57,TRUE,,train
ai_001_002,cam_02,58,TRUE,,train
ai_001_002,cam_02,59,TRUE,,train
ai_001_002,cam_02,60,TRUE,,train
ai_001_002,cam_02,61,TRUE,,train
ai_001_002,cam_02,62,TRUE,,train
ai_001_002,cam_02,63,TRUE,,train
ai_001_002,cam_02,64,TRUE,,train
ai_001_002,cam_02,65,TRUE,,train
ai_001_002,cam_02,66,TRUE,,train
ai_001_002,cam_02,67,TRUE,,train
ai_001_002,cam_02,68,TRUE,,train
ai_001_002,cam_02,69,TRUE,,train
ai_001_002,cam_02,70,TRUE,,train
ai_001_002,cam_02,71,FALSE,CONTENT FLAGGED FOR REMOVAL,
ai_001_002,cam_02,72,TRUE,,train
ai_001_002,cam_02,73,TRUE,,train
ai_001_002,cam_02,74,TRUE,,train
ai_001_002,cam_02,75,TRUE,,train
ai_001_002,cam_02,76,TRUE,,train
ai_001_002,cam_02,77,TRUE,,train
ai_001_002,cam_02,78,TRUE,,train
ai_001_002,cam_02,79,TRUE,,train
ai_001_002,cam_02,80,TRUE,,train
ai_001_002,cam_02,81,TRUE,,train
ai_001_002,cam_02,82,TRUE,,train
ai_001_002,cam_02,83,TRUE,,train
ai_001_002,cam_02,84,TRUE,,train
ai_001_002,cam_02,85,TRUE,,train
ai_001_002,cam_02,86,TRUE,,train
ai_001_002,cam_02,87,TRUE,,train
ai_001_002,cam_02,88,TRUE,,train
ai_001_002,cam_02,89,TRUE,,train
ai_001_002,cam_02,90,TRUE,,train
ai_001_002,cam_02,91,TRUE,,train
ai_001_002,cam_02,92,TRUE,,train
ai_001_002,cam_02,93,TRUE,,train
ai_001_002,cam_02,94,TRUE,,train
ai_001_002,cam_02,95,TRUE,,train
ai_001_002,cam_02,96,TRUE,,train
ai_001_002,cam_02,97,TRUE,,train
ai_001_002,cam_02,98,TRUE,,train
ai_001_002,cam_02,99,TRUE,,train
ai_001_002,cam_03,0,TRUE,,train
ai_001_002,cam_03,1,TRUE,,train
ai_001_002,cam_03,2,TRUE,,train
ai_001_002,cam_03,3,TRUE,,train
ai_001_002,cam_03,4,TRUE,,train
ai_001_002,cam_03,5,TRUE,,train
ai_001_002,cam_03,6,TRUE,,train
ai_001_002,cam_03,7,TRUE,,train
ai_001_002,cam_03,8,FALSE,CONTENT FLAGGED FOR REMOVAL,
ai_001_002,cam_03,9,TRUE,,train
ai_001_002,cam_03,10,TRUE,,train
ai_001_002,cam_03,11,TRUE,,train
ai_001_002,cam_03,12,TRUE,,train
ai_001_002,cam_03,13,TRUE,,train
ai_001_002,cam_03,14,TRUE,,train
ai_001_002,cam_03,15,TRUE,,train
ai_001_002,cam_03,16,TRUE,,train
ai_001_002,cam_03,17,TRUE,,train
ai_001_002,cam_03,18,TRUE,,train
ai_001_002,cam_03,19,TRUE,,train
ai_001_002,cam_03,20,TRUE,,train
ai_001_002,cam_03,21,TRUE,,train
ai_001_002,cam_03,22,TRUE,,train
ai_001_002,cam_03,23,TRUE,,train
ai_001_002,cam_03,24,TRUE,,train
ai_001_002,cam_03,25,TRUE,,train
ai_001_002,cam_03,26,FALSE,CONTENT FLAGGED FOR REMOVAL,
ai_001_002,cam_03,27,TRUE,,train
ai_001_002,cam_03,28,TRUE,,train
ai_001_002,cam_03,29,TRUE,,train
ai_001_002,cam_03,30,TRUE,,train
ai_001_002,cam_03,31,TRUE,,train
ai_001_002,cam_03,32,TRUE,,train
ai_001_002,cam_03,33,TRUE,,train
ai_001_002,cam_03,34,TRUE,,train
ai_001_002,cam_03,35,TRUE,,train
ai_001_002,cam_03,36,TRUE,,train
ai_001_002,cam_03,37,TRUE,,train
ai_001_002,cam_03,38,TRUE,,train
ai_001_002,cam_03,39,TRUE,,train
ai_001_002,cam_03,40,TRUE,,train
ai_001_002,cam_03,41,TRUE,,train
ai_001_002,cam_03,42,TRUE,,train
ai_001_002,cam_03,43,TRUE,,train
ai_001_002,cam_03,44,TRUE,,train
ai_001_002,cam_03,45,TRUE,,train
ai_001_002,cam_03,46,TRUE,,train
ai_001_002,cam_03,47,TRUE,,train
ai_001_002,cam_03,48,TRUE,,train
ai_001_002,cam_03,49,TRUE,,train
ai_001_002,cam_03,50,TRUE,,train
ai_001_002,cam_03,51,TRUE,,train
ai_001_002,cam_03,52,TRUE,,train
ai_001_002,cam_03,53,TRUE,,train
ai_001_002,cam_03,54,TRUE,,train
ai_001_002,cam_03,55,TRUE,,train
ai_001_002,cam_03,56,TRUE,,train
ai_001_002,cam_03,57,TRUE,,train
ai_001_002,cam_03,58,TRUE,,train
ai_001_002,cam_03,59,TRUE,,train
ai_001_002,cam_03,60,FALSE,CONTENT FLAGGED FOR REMOVAL,
ai_001_002,cam_03,61,TRUE,,train
ai_001_002,cam_03,62,TRUE,,train
ai_001_002,cam_03,63,TRUE,,train
ai_001_002,cam_03,64,TRUE,,train
ai_001_002,cam_03,65,TRUE,,train
ai_001_002,cam_03,66,TRUE,,train
ai_001_002,cam_03,67,TRUE,,train
ai_001_002,cam_03,68,TRUE,,train
ai_001_002,cam_03,69,TRUE,,train
ai_001_002,cam_03,70,TRUE,,train
ai_001_002,cam_03,71,TRUE,,train
ai_001_002,cam_03,72,TRUE,,train
ai_001_002,cam_03,73,TRUE,,train
ai_001_002,cam_03,74,TRUE,,train
ai_001_002,cam_03,75,TRUE,,train
ai_001_002,cam_03,76,TRUE,,train
ai_001_002,cam_03,77,TRUE,,train
ai_001_002,cam_03,78,TRUE,,train
ai_001_002,cam_03,79,TRUE,,train
ai_001_002,cam_03,80,TRUE,,train
ai_001_002,cam_03,81,TRUE,,train
ai_001_002,cam_03,82,TRUE,,train
ai_001_002,cam_03,83,TRUE,,train
ai_001_002,cam_03,84,TRUE,,train
ai_001_002,cam_03,85,TRUE,,train
ai_001_002,cam_03,86,TRUE,,train
ai_001_002,cam_03,87,TRUE,,train
ai_001_002,cam_03,88,FALSE,CONTENT FLAGGED FOR REMOVAL,
ai_001_002,cam_03,89,TRUE,,train
ai_001_002,cam_03,90,TRUE,,train
ai_001_002,cam_03,91,TRUE,,train
ai_001_002,cam_03,92,TRUE,,train
ai_001_002,cam_03,93,TRUE,,train
ai_001_002,cam_03,94,TRUE,,train
ai_001_002,cam_03,95,TRUE,,train
ai_001_002,cam_03,96,TRUE,,train
ai_001_002,cam_03,97,TRUE,,train
ai_001_002,cam_03,98,TRUE,,train
ai_001_002,cam_03,99,TRUE,,train
ai_001_003,cam_00,0,TRUE,,train
ai_001_003,cam_00,1,TRUE,,train
ai_001_003,cam_00,2,TRUE,,train
ai_001_003,cam_00,3,TRUE,,train
ai_001_003,cam_00,4,TRUE,,train
ai_001_003,cam_00,5,TRUE,,train
ai_001_003,cam_00,6,TRUE,,train
ai_001_003,cam_00,7,TRUE,,train
ai_001_003,cam_00,8,TRUE,,train
ai_001_003,cam_00,9,TRUE,,train
ai_001_003,cam_00,10,TRUE,,train
ai_001_003,cam_00,11,TRUE,,train
ai_001_003,cam_00,12,TRUE,,train
ai_001_003,cam_00,13,TRUE,,train
ai_001_003,cam_00,14,TRUE,,train
ai_001_003,cam_00,15,TRUE,,train
ai_001_003,cam_00,16,TRUE,,train
ai_001_003,cam_00,17,TRUE,,train
ai_001_003,cam_00,18,TRUE,,train
ai_001_003,cam_00,19,TRUE,,train
ai_001_003,cam_00,20,TRUE,,train
ai_001_003,cam_00,21,TRUE,,train
ai_001_003,cam_00,22,TRUE,,train
ai_001_003,cam_00,23,TRUE,,train
ai_001_003,cam_00,24,TRUE,,train
ai_001_003,cam_00,25,TRUE,,train
ai_001_003,cam_00,26,TRUE,,train
ai_001_003,cam_00,27,TRUE,,train
ai_001_003,cam_00,28,TRUE,,train
ai_001_003,cam_00,29,TRUE,,train
ai_001_003,cam_00,30,TRUE,,train
ai_001_003,cam_00,31,TRUE,,train
ai_001_003,cam_00,32,TRUE,,train
ai_001_003,cam_00,33,TRUE,,train
ai_001_003,cam_00,34,TRUE,,train
ai_001_003,cam_00,35,TRUE,,train
ai_001_003,cam_00,36,TRUE,,train
ai_001_003,cam_00,37,TRUE,,train
ai_001_003,cam_00,38,TRUE,,train
ai_001_003,cam_00,39,TRUE,,train
ai_001_003,cam_00,40,TRUE,,train
ai_001_003,cam_00,41,TRUE,,train
ai_001_003,cam_00,42,TRUE,,train
ai_001_003,cam_00,43,TRUE,,train
ai_001_003,cam_00,44,TRUE,,train
ai_001_003,cam_00,45,TRUE,,train
ai_001_003,cam_00,46,TRUE,,train
ai_001_003,cam_00,47,TRUE,,train
ai_001_003,cam_00,48,TRUE,,train
ai_001_003,cam_00,49,TRUE,,train
ai_001_003,cam_00,50,TRUE,,train
ai_001_003,cam_00,51,TRUE,,train
ai_001_003,cam_00,52,TRUE,,train
ai_001_003,cam_00,53,TRUE,,train
ai_001_003,cam_00,54,TRUE,,train
ai_001_003,cam_00,55,TRUE,,train
ai_001_003,cam_00,56,TRUE,,train
ai_001_003,cam_00,57,TRUE,,train
ai_001_003,cam_00,58,TRUE,,train
ai_001_003,cam_00,59,TRUE,,train
ai_001_003,cam_00,60,TRUE,,train
ai_001_003,cam_00,61,TRUE,,train
ai_001_003,cam_00,62,TRUE,,train
ai_001_003,cam_00,63,TRUE,,train
ai_001_003,cam_00,64,TRUE,,train
ai_001_003,cam_00,65,TRUE,,train
ai_001_003,cam_00,66,TRUE,,train
ai_001_003,cam_00,67,TRUE,,train
ai_001_003,cam_00,68,TRUE,,train
ai_001_003,cam_00,69,TRUE,,train
ai_001_003,cam_00,70,TRUE,,train
ai_001_003,cam_00,71,TRUE,,train
ai_001_003,cam_00,72,TRUE,,train
ai_001_003,cam_00,73,TRUE,,train
ai_001_003,cam_00,74,TRUE,,train
ai_001_003,cam_00,75,TRUE,,train
ai_001_003,cam_00,76,TRUE,,train
ai_001_003,cam_00,77,TRUE,,train
ai_001_003,cam_00,78,TRUE,,train
ai_001_003,cam_00,79,TRUE,,train
ai_001_003,cam_00,80,TRUE,,train
ai_001_003,cam_00,81,TRUE,,train
ai_001_003,cam_00,82,TRUE,,train
ai_001_003,cam_00,83,TRUE,,train
ai_001_003,cam_00,84,TRUE,,train
ai_001_003,cam_00,85,TRUE,,train
ai_001_003,cam_00,86,TRUE,,train
ai_001_003,cam_00,87,TRUE,,train
ai_001_003,cam_00,88,TRUE,,train
ai_001_003,cam_00,89,TRUE,,train
ai_001_003,cam_00,90,TRUE,,train
ai_001_003,cam_00,91,TRUE,,train
ai_001_003,cam_00,92,TRUE,,train
ai_001_003,cam_00,93,TRUE,,train
ai_001_003,cam_00,94,TRUE,,train
ai_001_003,cam_00,95,TRUE,,train
ai_001_003,cam_00,96,TRUE,,train
ai_001_003,cam_00,97,TRUE,,train
ai_001_003,cam_00,98,TRUE,,train
ai_001_003,cam_00,99,TRUE,,train
ai_001_004,cam_00,0,TRUE,,train
ai_001_004,cam_00,1,TRUE,,train
ai_001_004,cam_00,2,TRUE,,train
ai_001_004,cam_00,3,TRUE,,train
ai_001_004,cam_00,4,TRUE,,train
ai_001_004,cam_00,5,TRUE,,train
ai_001_004,cam_00,6,TRUE,,train
ai_001_004,cam_00,7,TRUE,,train
ai_001_004,cam_00,8,TRUE,,train
ai_001_004,cam_00,9,TRUE,,train
ai_001_004,cam_00,10,TRUE,,train
ai_001_004,cam_00,11,TRUE,,train
ai_001_004,cam_00,12,TRUE,,train
ai_001_004,cam_00,13,TRUE,,train
ai_001_004,cam_00,14,TRUE,,train
ai_001_004,cam_00,15,TRUE,,train
ai_001_004,cam_00,16,TRUE,,train
ai_001_004,cam_00,17,TRUE,,train
ai_001_004,cam_00,18,TRUE,,train
ai_001_004,cam_00,19,TRUE,,train
ai_001_004,cam_00,20,TRUE,,train
ai_001_004,cam_00,21,TRUE,,train
ai_001_004,cam_00,22,TRUE,,train
ai_001_004,cam_00,23,TRUE,,train
ai_001_004,cam_00,24,TRUE,,train
